,player_id,player_pp,map_sr,map_id,error_distance,jump_distance
0,razorfruit,15078,6.54,gmtn,17.91958394857425,0.0
1,razorfruit,15078,6.54,gmtn,8.480145293566604,313.9187793044564
2,razorfruit,15078,6.54,gmtn,1.4142135623730951,126.25371281669304
3,razorfruit,15078,6.54,gmtn,4.689042915137367,100.66280345788111
4,razorfruit,15078,6.54,gmtn,4.499616993700672,99.62429422585637
5,razorfruit,15078,6.54,gmtn,2.641132380249052,221.89411889457548
6,razorfruit,15078,6.54,gmtn,15.12498165696741,142.86357128393507
7,razorfruit,15078,6.54,gmtn,13.470583955419315,82.3286098510111
8,razorfruit,15078,6.54,gmtn,8.368062153210849,193.6620768245554
9,razorfruit,15078,6.54,gmtn,2.759956208366363,151.02979838429235
10,razorfruit,15078,6.54,gmtn,14.249971401318671,88.81441324469807
11,razorfruit,15078,6.54,gmtn,7.6723386428128935,173.1588865753069
12,razorfruit,15078,6.54,gmtn,4.575824826192535,103.84603988597736
13,razorfruit,15078,6.54,gmtn,7.3869771963909585,123.5556554755791
14,razorfruit,15078,6.54,gmtn,1.832526422729029,88.81441324469807
15,razorfruit,15078,6.54,gmtn,12.73183198443965,122.70289320142373
16,razorfruit,15078,6.54,gmtn,11.960860264717597,123.0447073221762
17,razorfruit,15078,6.54,gmtn,5.9296493765567755,176.87566254292872
18,razorfruit,15078,6.54,gmtn,3.639679134209499,136.85028315644803
19,razorfruit,15078,6.54,gmtn,6.190407553626829,154.62535367784935
20,razorfruit,15078,6.54,gmtn,12.425122201813556,7.615773105863909
21,razorfruit,15078,6.54,gmtn,9.787898297898291,176.0454486773231
22,razorfruit,15078,6.54,gmtn,4.931647359655811,94.2019108086455
23,razorfruit,15078,6.54,gmtn,2.1372658777279008,18.027756377319946
24,razorfruit,15078,6.54,gmtn,4.5351977647727875,224.18296099391677
25,razorfruit,15078,6.54,gmtn,8.45619066128479,156.81836627130127
26,razorfruit,15078,6.54,gmtn,4.954416722481047,221.52041849003444
27,razorfruit,15078,6.54,gmtn,13.010930637352589,207.69207977195472
28,razorfruit,15078,6.54,gmtn,8.894104173552284,101.44539323202407
29,razorfruit,15078,6.54,gmtn,14.531377374344125,300.4263636900064
30,razorfruit,15078,6.54,gmtn,16.736512835414697,5.159051075537025
31,razorfruit,15078,6.54,gmtn,17.95059268603685,193.61043360315063
32,razorfruit,15078,6.54,gmtn,17.33334615387346,234.76371099469355
33,razorfruit,15078,6.54,gmtn,1.5595623007754431,27.073972741361768
34,razorfruit,15078,6.54,gmtn,6.290312559801768,129.24782396620841
35,razorfruit,15078,6.54,gmtn,9.470543207340347,54.120236510939236
36,razorfruit,15078,6.54,gmtn,14.818189939732854,54.70831746635972
37,razorfruit,15078,6.54,gmtn,21.52713590448111,315.67388235329196
38,razorfruit,15078,6.54,gmtn,4.980207913752197,254.41894583540747
39,razorfruit,15078,6.54,gmtn,6.607119990464818,347.26358864701035
40,razorfruit,15078,6.54,gmtn,4.216359672750894,107.62899237658968
41,razorfruit,15078,6.54,gmtn,3.235596764122524,190.03157632351525
