,player_id,player_pp,map_sr,map_id,error_distance,jump_distance
0,shaun,10196,7.14,BLOODY_RED,27.42372177604638,0.0
1,shaun,10196,7.14,BLOODY_RED,6.349217035194178,113.48613927700599
2,shaun,10196,7.14,BLOODY_RED,11.048974194562138,224.0251040218484
3,shaun,10196,7.14,BLOODY_RED,20.89951538218053,113.22985472038724
4,shaun,10196,7.14,BLOODY_RED,22.490070850650607,295.90876972472444
5,shaun,10196,7.14,BLOODY_RED,10.555580000170535,5.159051075537065
6,shaun,10196,7.14,BLOODY_RED,16.618070337136004,205.86646157157313
7,shaun,10196,7.14,BLOODY_RED,26.378072075494806,253.74790639530408
8,shaun,10196,7.14,BLOODY_RED,12.208561456617227,29.966648127543394
9,shaun,10196,7.14,BLOODY_RED,13.43113978968279,310.47383142545203
10,shaun,10196,7.14,BLOODY_RED,19.160797993653606,303.99013141876827
11,shaun,10196,7.14,BLOODY_RED,18.596738198135718,373.75125417849773
12,shaun,10196,7.14,BLOODY_RED,30.034722169575662,314.1623783969048
13,shaun,10196,7.14,BLOODY_RED,6.539581290877888,343.98401125633734
14,shaun,10196,7.14,BLOODY_RED,25.00864701822352,347.75997469519115
15,shaun,10196,7.14,BLOODY_RED,31.89586857415861,278.792037189013
16,shaun,10196,7.14,BLOODY_RED,9.681338087454646,408.2805408049715
17,shaun,10196,7.14,BLOODY_RED,20.32390919430612,298.75073221667594
18,shaun,10196,7.14,BLOODY_RED,9.780272156744942,291.3863414781139
19,shaun,10196,7.14,BLOODY_RED,21.994652661044675,360.85454133209964
20,shaun,10196,7.14,BLOODY_RED,14.317821063276353,403.8539339909914
21,shaun,10196,7.14,BLOODY_RED,13.112982728959897,170.85666507338834
22,shaun,10196,7.14,BLOODY_RED,7.23501431235626,225.62358032794356
23,shaun,10196,7.14,BLOODY_RED,8.895141550869207,240.3767875648562
24,shaun,10196,7.14,BLOODY_RED,16.54997109393244,194.36306233438492
25,shaun,10196,7.14,BLOODY_RED,5.2821722056366225,190.06577808748213
